"Grid","Lon","Lat","siteid"
"0024/0044",-92.71,42.46,"42.46|-92.71"
"0024/0044",-92.71,42.48,"42.48|-92.71"
"0024/0044",-92.71,42.54,"42.54|-92.71"
"0024/0044",-92.71,42.56,"42.56|-92.71"
"0024/0044",-92.71,42.62,"42.62|-92.71"
"0024/0044",-92.71,42.65,"42.65|-92.71"
"0024/0044",-92.71,42.71,"42.71|-92.71"
"0024/0044",-92.71,42.74,"42.74|-92.71"
"0024/0044",-92.71,42.79,"42.79|-92.71"
"0024/0044",-92.71,42.83,"42.83|-92.71"
"0024/0044",-92.71,42.88,"42.88|-92.71"
"0024/0044",-92.71,42.91,"42.91|-92.71"
"0024/0044",-92.71,42.96,"42.96|-92.71"
"0024/0044",-92.71,43,"43|-92.71"
"0024/0044",-92.71,43.04,"43.04|-92.71"
"0024/0044",-92.71,43.09,"43.09|-92.71"
"0024/0044",-92.71,43.12,"43.12|-92.71"
"0024/0044",-92.71,43.17,"43.17|-92.71"
"0024/0044",-92.71,43.21,"43.21|-92.71"
"0024/0044",-92.71,43.26,"43.26|-92.71"
"0024/0044",-92.71,43.29,"43.29|-92.71"
"0024/0044",-92.71,43.35,"43.35|-92.71"
"0024/0044",-92.71,43.38,"43.38|-92.71"
"0024/0044",-92.71,43.44,"43.44|-92.71"
"0024/0044",-92.71,43.46,"43.46|-92.71"
"0024/0044",-92.71,43.52,"43.52|-92.71"
"0024/0044",-92.71,43.54,"43.54|-92.71"
"0024/0044",-92.71,43.61,"43.61|-92.71"
"0024/0044",-92.71,43.62,"43.62|-92.71"
"0024/0044",-92.71,43.7,"43.7|-92.71"
"0024/0044",-92.71,43.71,"43.71|-92.71"
"0024/0044",-92.71,43.78,"43.78|-92.71"
"0024/0044",-92.71,43.79,"43.79|-92.71"
"0024/0044",-92.71,43.87,"43.87|-92.71"
"0024/0044",-92.71,43.88,"43.88|-92.71"
"0024/0044",-92.71,43.96,"43.96|-92.71"
"0023/0044",-92.71,44.04,"44.04|-92.71"
"0023/0044",-92.71,44.12,"44.12|-92.71"
"0023/0044",-92.71,44.21,"44.21|-92.71"
"0025/0044",-92.79,40.62,"40.62|-92.79"
"0025/0044",-92.79,40.65,"40.65|-92.79"
"0025/0044",-92.79,40.71,"40.71|-92.79"
"0025/0044",-92.79,40.74,"40.74|-92.79"
"0025/0044",-92.79,40.79,"40.79|-92.79"
"0025/0044",-92.79,40.83,"40.83|-92.79"
"0025/0044",-92.79,40.88,"40.88|-92.79"
"0025/0044",-92.79,40.91,"40.91|-92.79"
"0025/0044",-92.79,40.96,"40.96|-92.79"
"0025/0044",-92.79,41,"41|-92.79"
"0025/0044",-92.79,41.04,"41.04|-92.79"
"0025/0044",-92.79,41.09,"41.09|-92.79"
"0025/0044",-92.79,41.12,"41.12|-92.79"
"0025/0044",-92.79,41.17,"41.17|-92.79"
"0025/0044",-92.79,41.21,"41.21|-92.79"
"0025/0044",-92.79,41.26,"41.26|-92.79"
"0025/0044",-92.79,41.29,"41.29|-92.79"
"0025/0044",-92.79,41.35,"41.35|-92.79"
"0025/0044",-92.79,41.38,"41.38|-92.79"
"0025/0044",-92.79,41.44,"41.44|-92.79"
"0025/0044",-92.79,41.46,"41.46|-92.79"
"0025/0044",-92.79,41.52,"41.52|-92.79"
"0025/0044",-92.79,41.54,"41.54|-92.79"
"0025/0044",-92.79,41.61,"41.61|-92.79"
"0025/0044",-92.79,41.62,"41.62|-92.79"
"0025/0044",-92.79,41.7,"41.7|-92.79"
"0025/0044",-92.79,41.71,"41.71|-92.79"
"0025/0044",-92.79,41.78,"41.78|-92.79"
"0025/0044",-92.79,41.79,"41.79|-92.79"
"0025/0044",-92.79,41.87,"41.87|-92.79"
"0025/0044",-92.79,41.88,"41.88|-92.79"
"0025/0044",-92.79,41.96,"41.96|-92.79"
"0024/0044",-92.79,42.04,"42.04|-92.79"
"0024/0044",-92.79,42.12,"42.12|-92.79"
"0024/0044",-92.79,42.21,"42.21|-92.79"
"0024/0044",-92.79,42.22,"42.22|-92.79"
"0024/0044",-92.79,42.29,"42.29|-92.79"
"0024/0044",-92.79,42.3,"42.3|-92.79"
"0024/0044",-92.79,42.38,"42.38|-92.79"
"0024/0044",-92.79,42.39,"42.39|-92.79"
"0024/0044",-92.79,42.46,"42.46|-92.79"
"0024/0044",-92.79,42.48,"42.48|-92.79"
"0024/0044",-92.79,42.54,"42.54|-92.79"
"0024/0044",-92.79,42.56,"42.56|-92.79"
"0024/0044",-92.79,42.62,"42.62|-92.79"
"0024/0044",-92.79,42.65,"42.65|-92.79"
"0024/0044",-92.79,42.71,"42.71|-92.79"
"0024/0044",-92.79,42.74,"42.74|-92.79"
"0024/0044",-92.79,42.79,"42.79|-92.79"
"0024/0044",-92.79,42.83,"42.83|-92.79"
"0024/0044",-92.79,42.88,"42.88|-92.79"
"0024/0044",-92.79,42.91,"42.91|-92.79"
"0024/0044",-92.79,42.96,"42.96|-92.79"
"0024/0044",-92.79,43,"43|-92.79"
"0024/0044",-92.79,43.04,"43.04|-92.79"
"0024/0044",-92.79,43.09,"43.09|-92.79"
"0024/0044",-92.79,43.12,"43.12|-92.79"
"0024/0044",-92.79,43.17,"43.17|-92.79"
"0024/0044",-92.79,43.21,"43.21|-92.79"
"0024/0044",-92.79,43.26,"43.26|-92.79"
"0024/0044",-92.79,43.29,"43.29|-92.79"
"0024/0044",-92.79,43.35,"43.35|-92.79"
"0024/0044",-92.79,43.38,"43.38|-92.79"
"0024/0044",-92.79,43.44,"43.44|-92.79"
"0024/0044",-92.79,43.46,"43.46|-92.79"
"0024/0044",-92.79,43.52,"43.52|-92.79"
"0024/0044",-92.79,43.54,"43.54|-92.79"
"0024/0044",-92.79,43.61,"43.61|-92.79"
"0024/0044",-92.79,43.62,"43.62|-92.79"
"0024/0044",-92.79,43.7,"43.7|-92.79"
"0024/0044",-92.79,43.71,"43.71|-92.79"
"0024/0044",-92.79,43.78,"43.78|-92.79"
"0024/0044",-92.79,43.79,"43.79|-92.79"
"0024/0044",-92.79,43.87,"43.87|-92.79"
"0024/0044",-92.79,43.88,"43.88|-92.79"
"0024/0044",-92.79,43.96,"43.96|-92.79"
"0023/0044",-92.79,44.04,"44.04|-92.79"
"0023/0044",-92.79,44.12,"44.12|-92.79"
"0023/0044",-92.79,44.21,"44.21|-92.79"
"0025/0044",-92.88,40.71,"40.71|-92.88"
"0025/0044",-92.88,40.74,"40.74|-92.88"
"0025/0044",-92.88,40.79,"40.79|-92.88"
"0025/0044",-92.88,40.83,"40.83|-92.88"
"0025/0044",-92.88,40.88,"40.88|-92.88"
"0025/0044",-92.88,40.91,"40.91|-92.88"
"0025/0044",-92.88,40.96,"40.96|-92.88"
"0025/0044",-92.88,41,"41|-92.88"
"0025/0044",-92.88,41.04,"41.04|-92.88"
"0025/0044",-92.88,41.09,"41.09|-92.88"
"0025/0044",-92.88,41.12,"41.12|-92.88"
"0025/0044",-92.88,41.17,"41.17|-92.88"
"0025/0044",-92.88,41.21,"41.21|-92.88"
"0025/0044",-92.88,41.26,"41.26|-92.88"
"0025/0044",-92.88,41.29,"41.29|-92.88"
"0025/0044",-92.88,41.35,"41.35|-92.88"
"0025/0044",-92.88,41.38,"41.38|-92.88"
"0025/0044",-92.88,41.44,"41.44|-92.88"
"0025/0044",-92.88,41.46,"41.46|-92.88"
"0025/0044",-92.88,41.52,"41.52|-92.88"
"0025/0044",-92.88,41.54,"41.54|-92.88"
"0025/0044",-92.88,41.61,"41.61|-92.88"
"0025/0044",-92.88,41.62,"41.62|-92.88"
"0025/0044",-92.88,41.7,"41.7|-92.88"
"0025/0044",-92.88,41.71,"41.71|-92.88"
"0025/0044",-92.88,41.78,"41.78|-92.88"
"0025/0044",-92.88,41.79,"41.79|-92.88"
"0025/0044",-92.88,41.87,"41.87|-92.88"
"0025/0044",-92.88,41.88,"41.88|-92.88"
"0025/0044",-92.88,41.96,"41.96|-92.88"
"0024/0044",-92.88,42.04,"42.04|-92.88"
"0024/0044",-92.88,42.12,"42.12|-92.88"
"0024/0044",-92.88,42.21,"42.21|-92.88"
"0024/0044",-92.88,42.22,"42.22|-92.88"
"0024/0044",-92.88,42.29,"42.29|-92.88"
"0024/0044",-92.88,42.3,"42.3|-92.88"
"0024/0044",-92.88,42.38,"42.38|-92.88"
"0024/0044",-92.88,42.39,"42.39|-92.88"
"0024/0044",-92.88,42.46,"42.46|-92.88"
"0024/0044",-92.88,42.48,"42.48|-92.88"
"0024/0044",-92.88,42.54,"42.54|-92.88"
"0024/0044",-92.88,42.56,"42.56|-92.88"
"0024/0044",-92.88,42.62,"42.62|-92.88"
"0024/0044",-92.88,42.65,"42.65|-92.88"
"0024/0044",-92.88,42.71,"42.71|-92.88"
"0024/0044",-92.88,42.74,"42.74|-92.88"
"0024/0044",-92.88,42.79,"42.79|-92.88"
"0024/0044",-92.88,42.83,"42.83|-92.88"
"0024/0044",-92.88,42.88,"42.88|-92.88"
"0024/0044",-92.88,42.91,"42.91|-92.88"
"0024/0044",-92.88,42.96,"42.96|-92.88"
"0024/0044",-92.88,43,"43|-92.88"
"0024/0044",-92.88,43.04,"43.04|-92.88"
"0024/0044",-92.88,43.09,"43.09|-92.88"
"0024/0044",-92.88,43.12,"43.12|-92.88"
"0024/0044",-92.88,43.17,"43.17|-92.88"
"0024/0044",-92.88,43.21,"43.21|-92.88"
"0024/0044",-92.88,43.26,"43.26|-92.88"
"0024/0044",-92.88,43.29,"43.29|-92.88"
"0024/0044",-92.88,43.35,"43.35|-92.88"
"0024/0044",-92.88,43.38,"43.38|-92.88"
"0024/0044",-92.88,43.44,"43.44|-92.88"
"0024/0044",-92.88,43.46,"43.46|-92.88"
"0024/0044",-92.88,43.52,"43.52|-92.88"
"0024/0044",-92.88,43.54,"43.54|-92.88"
"0024/0044",-92.88,43.61,"43.61|-92.88"
"0024/0044",-92.88,43.62,"43.62|-92.88"
"0024/0044",-92.88,43.7,"43.7|-92.88"
"0024/0044",-92.88,43.71,"43.71|-92.88"
"0024/0044",-92.88,43.78,"43.78|-92.88"
"0024/0044",-92.88,43.79,"43.79|-92.88"
"0024/0044",-92.88,43.87,"43.87|-92.88"
"0024/0044",-92.88,43.88,"43.88|-92.88"
"0024/0044",-92.88,43.96,"43.96|-92.88"
"0023/0044",-92.88,44.04,"44.04|-92.88"
"0023/0044",-92.88,44.12,"44.12|-92.88"
"0023/0044",-92.88,44.21,"44.21|-92.88"
"0025/0044",-92.96,40.62,"40.62|-92.96"
"0025/0044",-92.96,40.65,"40.65|-92.96"
"0025/0044",-92.96,40.71,"40.71|-92.96"
"0025/0044",-92.96,40.74,"40.74|-92.96"
"0025/0044",-92.96,40.79,"40.79|-92.96"
"0025/0044",-92.96,40.83,"40.83|-92.96"
"0025/0044",-92.96,40.88,"40.88|-92.96"
"0025/0044",-92.96,40.91,"40.91|-92.96"
"0025/0044",-92.96,40.96,"40.96|-92.96"
"0025/0044",-92.96,41,"41|-92.96"
"0025/0044",-92.96,41.04,"41.04|-92.96"
"0025/0044",-92.96,41.09,"41.09|-92.96"
"0025/0044",-92.96,41.12,"41.12|-92.96"
"0025/0044",-92.96,41.17,"41.17|-92.96"
"0025/0044",-92.96,41.21,"41.21|-92.96"
"0025/0044",-92.96,41.26,"41.26|-92.96"
"0025/0044",-92.96,41.29,"41.29|-92.96"
"0025/0044",-92.96,41.35,"41.35|-92.96"
"0025/0044",-92.96,41.38,"41.38|-92.96"
"0025/0044",-92.96,41.44,"41.44|-92.96"
"0025/0044",-92.96,41.46,"41.46|-92.96"
"0025/0044",-92.96,41.52,"41.52|-92.96"
"0025/0044",-92.96,41.54,"41.54|-92.96"
"0025/0044",-92.96,41.61,"41.61|-92.96"
"0025/0044",-92.96,41.62,"41.62|-92.96"
"0025/0044",-92.96,41.7,"41.7|-92.96"
"0025/0044",-92.96,41.71,"41.71|-92.96"
"0025/0044",-92.96,41.78,"41.78|-92.96"
"0025/0044",-92.96,41.79,"41.79|-92.96"
"0025/0044",-92.96,41.87,"41.87|-92.96"
"0025/0044",-92.96,41.88,"41.88|-92.96"
"0025/0044",-92.96,41.96,"41.96|-92.96"
"0024/0044",-92.96,42.04,"42.04|-92.96"
"0024/0044",-92.96,42.12,"42.12|-92.96"
"0024/0044",-92.96,42.21,"42.21|-92.96"
"0024/0044",-92.96,42.22,"42.22|-92.96"
"0024/0044",-92.96,42.29,"42.29|-92.96"
"0024/0044",-92.96,42.3,"42.3|-92.96"
"0024/0044",-92.96,42.38,"42.38|-92.96"
"0024/0044",-92.96,42.39,"42.39|-92.96"
"0024/0044",-92.96,42.46,"42.46|-92.96"
"0024/0044",-92.96,42.48,"42.48|-92.96"
"0024/0044",-92.96,42.54,"42.54|-92.96"
"0024/0044",-92.96,42.56,"42.56|-92.96"
"0024/0044",-92.96,42.62,"42.62|-92.96"
"0024/0044",-92.96,42.65,"42.65|-92.96"
"0024/0044",-92.96,42.71,"42.71|-92.96"
"0024/0044",-92.96,42.74,"42.74|-92.96"
"0024/0044",-92.96,42.79,"42.79|-92.96"
"0024/0044",-92.96,42.83,"42.83|-92.96"
"0024/0044",-92.96,42.88,"42.88|-92.96"
"0024/0044",-92.96,42.91,"42.91|-92.96"
"0024/0044",-92.96,42.96,"42.96|-92.96"
"0024/0044",-92.96,43,"43|-92.96"
"0024/0044",-92.96,43.04,"43.04|-92.96"
"0024/0044",-92.96,43.09,"43.09|-92.96"
"0024/0044",-92.96,43.12,"43.12|-92.96"
"0024/0044",-92.96,43.17,"43.17|-92.96"
"0024/0044",-92.96,43.21,"43.21|-92.96"
"0024/0044",-92.96,43.26,"43.26|-92.96"
"0024/0044",-92.96,43.29,"43.29|-92.96"
"0024/0044",-92.96,43.35,"43.35|-92.96"
"0024/0044",-92.96,43.38,"43.38|-92.96"
"0024/0044",-92.96,43.44,"43.44|-92.96"
"0024/0044",-92.96,43.46,"43.46|-92.96"
"0024/0044",-92.96,43.52,"43.52|-92.96"
"0024/0044",-92.96,43.54,"43.54|-92.96"
"0024/0044",-92.96,43.61,"43.61|-92.96"
"0024/0044",-92.96,43.62,"43.62|-92.96"
"0024/0044",-92.96,43.7,"43.7|-92.96"
"0024/0044",-92.96,43.71,"43.71|-92.96"
"0024/0044",-92.96,43.78,"43.78|-92.96"
"0024/0044",-92.96,43.79,"43.79|-92.96"
"0024/0044",-92.96,43.87,"43.87|-92.96"
"0024/0044",-92.96,43.88,"43.88|-92.96"
"0024/0044",-92.96,43.96,"43.96|-92.96"
"0023/0044",-92.96,44.04,"44.04|-92.96"
"0023/0044",-92.96,44.12,"44.12|-92.96"
"0023/0044",-92.96,44.21,"44.21|-92.96"
"0025/0044",-93.04,40.62,"40.62|-93.04"
"0025/0044",-93.04,40.65,"40.65|-93.04"
"0025/0044",-93.04,40.71,"40.71|-93.04"
"0025/0044",-93.04,40.74,"40.74|-93.04"
"0025/0044",-93.04,40.79,"40.79|-93.04"
"0025/0044",-93.04,40.83,"40.83|-93.04"
"0025/0044",-93.04,40.88,"40.88|-93.04"
"0025/0044",-93.04,40.91,"40.91|-93.04"
"0025/0044",-93.04,40.96,"40.96|-93.04"
"0025/0044",-93.04,41,"41|-93.04"
"0025/0044",-93.04,41.04,"41.04|-93.04"
"0025/0044",-93.04,41.09,"41.09|-93.04"
"0025/0044",-93.04,41.12,"41.12|-93.04"
"0025/0044",-93.04,41.17,"41.17|-93.04"
"0025/0044",-93.04,41.21,"41.21|-93.04"
"0025/0044",-93.04,41.26,"41.26|-93.04"
"0025/0044",-93.04,41.29,"41.29|-93.04"
"0025/0044",-93.04,41.35,"41.35|-93.04"
"0025/0044",-93.04,41.38,"41.38|-93.04"
"0025/0044",-93.04,41.44,"41.44|-93.04"
"0025/0044",-93.04,41.46,"41.46|-93.04"
"0025/0044",-93.04,41.52,"41.52|-93.04"
"0025/0044",-93.04,41.54,"41.54|-93.04"
"0025/0044",-93.04,41.61,"41.61|-93.04"
"0025/0044",-93.04,41.62,"41.62|-93.04"
"0025/0044",-93.04,41.7,"41.7|-93.04"
"0025/0044",-93.04,41.71,"41.71|-93.04"
"0025/0044",-93.04,41.78,"41.78|-93.04"
"0025/0044",-93.04,41.79,"41.79|-93.04"
"0025/0044",-93.04,41.87,"41.87|-93.04"
"0025/0044",-93.04,41.88,"41.88|-93.04"
"0025/0044",-93.04,41.96,"41.96|-93.04"
"0024/0044",-93.04,42.04,"42.04|-93.04"
"0024/0044",-93.04,42.12,"42.12|-93.04"
"0024/0044",-93.04,42.21,"42.21|-93.04"
"0024/0044",-93.04,42.22,"42.22|-93.04"
"0024/0044",-93.04,42.29,"42.29|-93.04"
"0024/0044",-93.04,42.3,"42.3|-93.04"
"0024/0044",-93.04,42.38,"42.38|-93.04"
"0024/0044",-93.04,42.39,"42.39|-93.04"
"0024/0044",-93.04,42.46,"42.46|-93.04"
"0024/0044",-93.04,42.48,"42.48|-93.04"
"0024/0044",-93.04,42.54,"42.54|-93.04"
"0024/0044",-93.04,42.56,"42.56|-93.04"
"0024/0044",-93.04,42.62,"42.62|-93.04"
"0024/0044",-93.04,42.65,"42.65|-93.04"
"0024/0044",-93.04,42.71,"42.71|-93.04"
"0024/0044",-93.04,42.74,"42.74|-93.04"
"0024/0044",-93.04,42.79,"42.79|-93.04"
"0024/0044",-93.04,42.83,"42.83|-93.04"
"0024/0044",-93.04,42.88,"42.88|-93.04"
"0024/0044",-93.04,42.91,"42.91|-93.04"
"0024/0044",-93.04,42.96,"42.96|-93.04"
"0024/0044",-93.04,43,"43|-93.04"
"0024/0044",-93.04,43.04,"43.04|-93.04"
"0024/0044",-93.04,43.09,"43.09|-93.04"
"0024/0044",-93.04,43.12,"43.12|-93.04"
"0024/0044",-93.04,43.17,"43.17|-93.04"
"0024/0044",-93.04,43.21,"43.21|-93.04"
"0024/0044",-93.04,43.26,"43.26|-93.04"
"0024/0044",-93.04,43.29,"43.29|-93.04"
"0024/0044",-93.04,43.35,"43.35|-93.04"
"0024/0044",-93.04,43.38,"43.38|-93.04"
"0024/0044",-93.04,43.44,"43.44|-93.04"
"0024/0044",-93.04,43.46,"43.46|-93.04"
"0024/0044",-93.04,43.52,"43.52|-93.04"
"0024/0044",-93.04,43.54,"43.54|-93.04"
"0024/0044",-93.04,43.61,"43.61|-93.04"
"0024/0044",-93.04,43.62,"43.62|-93.04"
"0024/0044",-93.04,43.7,"43.7|-93.04"
"0024/0044",-93.04,43.71,"43.71|-93.04"
"0024/0044",-93.04,43.78,"43.78|-93.04"
"0024/0044",-93.04,43.79,"43.79|-93.04"
"0024/0044",-93.04,43.87,"43.87|-93.04"
"0024/0044",-93.04,43.88,"43.88|-93.04"
"0024/0044",-93.04,43.96,"43.96|-93.04"
"0023/0044",-93.04,44.04,"44.04|-93.04"
"0023/0044",-93.04,44.12,"44.12|-93.04"
"0023/0044",-93.04,44.21,"44.21|-93.04"
"0023/0044",-93.04,44.29,"44.29|-93.04"
"0023/0044",-93.04,44.38,"44.38|-93.04"
"0023/0044",-93.04,44.46,"44.46|-93.04"
"0025/0044",-93.12,40.62,"40.62|-93.12"
"0025/0044",-93.12,40.65,"40.65|-93.12"
"0025/0044",-93.12,40.71,"40.71|-93.12"
"0025/0044",-93.12,40.74,"40.74|-93.12"
"0025/0044",-93.12,40.79,"40.79|-93.12"
"0025/0044",-93.12,40.83,"40.83|-93.12"
"0025/0044",-93.12,40.88,"40.88|-93.12"
"0025/0044",-93.12,40.91,"40.91|-93.12"
"0025/0044",-93.12,40.96,"40.96|-93.12"
"0025/0044",-93.12,41,"41|-93.12"
"0025/0044",-93.12,41.04,"41.04|-93.12"
"0025/0044",-93.12,41.09,"41.09|-93.12"
"0025/0044",-93.12,41.12,"41.12|-93.12"
"0025/0044",-93.12,41.17,"41.17|-93.12"
"0025/0044",-93.12,41.21,"41.21|-93.12"
"0025/0044",-93.12,41.26,"41.26|-93.12"
"0025/0044",-93.12,41.29,"41.29|-93.12"
"0025/0044",-93.12,41.35,"41.35|-93.12"
"0025/0044",-93.12,41.38,"41.38|-93.12"
"0025/0044",-93.12,41.44,"41.44|-93.12"
"0025/0044",-93.12,41.46,"41.46|-93.12"
"0025/0044",-93.12,41.52,"41.52|-93.12"
"0025/0044",-93.12,41.54,"41.54|-93.12"
"0025/0044",-93.12,41.61,"41.61|-93.12"
"0025/0044",-93.12,41.62,"41.62|-93.12"
"0025/0044",-93.12,41.7,"41.7|-93.12"
"0025/0044",-93.12,41.71,"41.71|-93.12"
"0025/0044",-93.12,41.78,"41.78|-93.12"
"0025/0044",-93.12,41.79,"41.79|-93.12"
"0025/0044",-93.12,41.87,"41.87|-93.12"
"0025/0044",-93.12,41.88,"41.88|-93.12"
"0025/0044",-93.12,41.96,"41.96|-93.12"
"0024/0044",-93.12,42.04,"42.04|-93.12"
"0024/0044",-93.12,42.12,"42.12|-93.12"
"0024/0044",-93.12,42.21,"42.21|-93.12"
"0024/0044",-93.12,42.22,"42.22|-93.12"
"0024/0044",-93.12,42.29,"42.29|-93.12"
"0024/0044",-93.12,42.3,"42.3|-93.12"
"0024/0044",-93.12,42.38,"42.38|-93.12"
"0024/0044",-93.12,42.39,"42.39|-93.12"
"0024/0044",-93.12,42.46,"42.46|-93.12"
"0024/0044",-93.12,42.48,"42.48|-93.12"
"0024/0044",-93.12,42.54,"42.54|-93.12"
"0024/0044",-93.12,42.56,"42.56|-93.12"
"0024/0044",-93.12,42.62,"42.62|-93.12"
"0024/0044",-93.12,42.65,"42.65|-93.12"
"0024/0044",-93.12,42.71,"42.71|-93.12"
"0024/0044",-93.12,42.74,"42.74|-93.12"
"0024/0044",-93.12,42.79,"42.79|-93.12"
"0024/0044",-93.12,42.83,"42.83|-93.12"
"0024/0044",-93.12,42.88,"42.88|-93.12"
"0024/0044",-93.12,42.91,"42.91|-93.12"
"0024/0044",-93.12,42.96,"42.96|-93.12"
"0024/0044",-93.12,43,"43|-93.12"
"0024/0044",-93.12,43.04,"43.04|-93.12"
"0024/0044",-93.12,43.09,"43.09|-93.12"
"0024/0044",-93.12,43.12,"43.12|-93.12"
"0024/0044",-93.12,43.17,"43.17|-93.12"
"0024/0044",-93.12,43.21,"43.21|-93.12"
"0024/0044",-93.12,43.26,"43.26|-93.12"
"0024/0044",-93.12,43.29,"43.29|-93.12"
"0024/0044",-93.12,43.35,"43.35|-93.12"
"0024/0044",-93.12,43.38,"43.38|-93.12"
"0024/0044",-93.12,43.44,"43.44|-93.12"
"0024/0044",-93.12,43.46,"43.46|-93.12"
"0024/0044",-93.12,43.52,"43.52|-93.12"
"0024/0044",-93.12,43.54,"43.54|-93.12"
"0024/0044",-93.12,43.61,"43.61|-93.12"
"0024/0044",-93.12,43.62,"43.62|-93.12"
"0024/0044",-93.12,43.7,"43.7|-93.12"
"0024/0044",-93.12,43.71,"43.71|-93.12"
"0024/0044",-93.12,43.78,"43.78|-93.12"
"0024/0044",-93.12,43.79,"43.79|-93.12"
"0024/0044",-93.12,43.88,"43.88|-93.12"
"0024/0044",-93.12,43.96,"43.96|-93.12"
"0023/0044",-93.12,44.04,"44.04|-93.12"
"0023/0044",-93.12,44.12,"44.12|-93.12"
"0023/0044",-93.12,44.21,"44.21|-93.12"
"0023/0044",-93.12,44.29,"44.29|-93.12"
"0023/0044",-93.12,44.38,"44.38|-93.12"
"0023/0044",-93.12,44.46,"44.46|-93.12"
"0025/0044",-93.21,40.62,"40.62|-93.21"
"0025/0044",-93.21,40.65,"40.65|-93.21"
"0025/0044",-93.21,40.71,"40.71|-93.21"
"0025/0044",-93.21,40.74,"40.74|-93.21"
"0025/0044",-93.21,40.79,"40.79|-93.21"
"0025/0044",-93.21,40.83,"40.83|-93.21"
"0025/0044",-93.21,40.88,"40.88|-93.21"
"0025/0044",-93.21,40.91,"40.91|-93.21"
"0025/0044",-93.21,40.96,"40.96|-93.21"
"0025/0044",-93.21,41,"41|-93.21"
"0025/0044",-93.21,41.04,"41.04|-93.21"
"0025/0044",-93.21,41.09,"41.09|-93.21"
"0025/0044",-93.21,41.12,"41.12|-93.21"
"0025/0044",-93.21,41.17,"41.17|-93.21"
"0025/0044",-93.21,41.21,"41.21|-93.21"
"0025/0044",-93.21,41.26,"41.26|-93.21"
"0025/0044",-93.21,41.29,"41.29|-93.21"
"0025/0044",-93.21,41.35,"41.35|-93.21"
"0025/0044",-93.21,41.38,"41.38|-93.21"
"0025/0044",-93.21,41.44,"41.44|-93.21"
"0025/0044",-93.21,41.46,"41.46|-93.21"
"0025/0044",-93.21,41.52,"41.52|-93.21"
"0025/0044",-93.21,41.54,"41.54|-93.21"
"0025/0044",-93.21,41.61,"41.61|-93.21"
"0025/0044",-93.21,41.62,"41.62|-93.21"
"0025/0044",-93.21,41.7,"41.7|-93.21"
"0025/0044",-93.21,41.71,"41.71|-93.21"
"0025/0044",-93.21,41.78,"41.78|-93.21"
"0025/0044",-93.21,41.79,"41.79|-93.21"
"0025/0044",-93.21,41.87,"41.87|-93.21"
"0025/0044",-93.21,41.88,"41.88|-93.21"
"0025/0044",-93.21,41.96,"41.96|-93.21"
"0024/0044",-93.21,42.04,"42.04|-93.21"
"0024/0044",-93.21,42.12,"42.12|-93.21"
"0024/0044",-93.21,42.21,"42.21|-93.21"
"0024/0044",-93.21,42.22,"42.22|-93.21"
"0024/0044",-93.21,42.29,"42.29|-93.21"
"0024/0044",-93.21,42.3,"42.3|-93.21"
"0024/0044",-93.21,42.38,"42.38|-93.21"
"0024/0044",-93.21,42.39,"42.39|-93.21"
"0024/0044",-93.21,42.46,"42.46|-93.21"
"0024/0044",-93.21,42.48,"42.48|-93.21"
"0024/0044",-93.21,42.54,"42.54|-93.21"
"0024/0044",-93.21,42.56,"42.56|-93.21"
"0024/0044",-93.21,42.62,"42.62|-93.21"
"0024/0044",-93.21,42.65,"42.65|-93.21"
"0024/0044",-93.21,42.71,"42.71|-93.21"
"0024/0044",-93.21,42.74,"42.74|-93.21"
"0024/0044",-93.21,42.79,"42.79|-93.21"
"0024/0044",-93.21,42.83,"42.83|-93.21"
"0024/0044",-93.21,42.88,"42.88|-93.21"
"0024/0044",-93.21,42.91,"42.91|-93.21"
"0024/0044",-93.21,42.96,"42.96|-93.21"
"0024/0044",-93.21,43,"43|-93.21"
"0024/0044",-93.21,43.04,"43.04|-93.21"
"0024/0044",-93.21,43.09,"43.09|-93.21"
"0024/0044",-93.21,43.12,"43.12|-93.21"
"0024/0044",-93.21,43.17,"43.17|-93.21"
"0024/0044",-93.21,43.21,"43.21|-93.21"
"0024/0044",-93.21,43.26,"43.26|-93.21"
"0024/0044",-93.21,43.29,"43.29|-93.21"
"0024/0044",-93.21,43.35,"43.35|-93.21"
"0024/0044",-93.21,43.38,"43.38|-93.21"
"0024/0044",-93.21,43.44,"43.44|-93.21"
"0024/0044",-93.21,43.46,"43.46|-93.21"
"0024/0044",-93.21,43.52,"43.52|-93.21"
"0024/0044",-93.21,43.54,"43.54|-93.21"
"0024/0044",-93.21,43.61,"43.61|-93.21"
"0024/0044",-93.21,43.62,"43.62|-93.21"
"0024/0044",-93.21,43.7,"43.7|-93.21"
"0024/0044",-93.21,43.71,"43.71|-93.21"
"0024/0044",-93.21,43.78,"43.78|-93.21"
"0024/0044",-93.21,43.79,"43.79|-93.21"
"0024/0044",-93.21,43.87,"43.87|-93.21"
"0024/0044",-93.21,43.88,"43.88|-93.21"
"0024/0044",-93.21,43.96,"43.96|-93.21"
"0023/0044",-93.21,44.04,"44.04|-93.21"
"0023/0044",-93.21,44.12,"44.12|-93.21"
"0023/0044",-93.21,44.21,"44.21|-93.21"
"0023/0044",-93.21,44.29,"44.29|-93.21"
"0023/0044",-93.21,44.38,"44.38|-93.21"
"0023/0044",-93.21,44.46,"44.46|-93.21"
